**Sloka**,Verse
6-67-31,"Those mighty armed excellent monkeys encountered that Kumbhakarna with their nails,teeth, fists and arms."
6-67-32,"Covered by thousands of monkeys that foremost among demons looking like a mountain,stood out in a crowd, as a hill overgrown with trees."
6-67-33,"Seizing all the monkeys with his arms, that mighty Kumbhakarna devoured them like anenraged Garuda the eagle devouring the serpents."
6-67-34,"Hurled by Kumbhakarna in his mouth which was looking like a hole in the earth, themonkeys again came out from his nostrils and ears."
6-67-35,"Kumbhakarna, the best among the demons, looking like a mountain, was very muchenraged and mutilated the monkeys angrily, before devouring them."
6-67-36,"Making the earth dampened with flesh and blood, that demon, like an excited fire atthe time of dissolution, strolled among that army of monkeys."
6-67-37,"Wielding a spike in his hand in the battle-front, the mighty Kumbhakarna shone likeIndra the lord of celestials wielding a thunderbolt in his hand and like Yama the god of deathwielding a noose in his hand."
6-67-38,"That Kumbhakarna scorched away that army of monkeys in the same way as the firescorches away the dried-up forests in summer."
6-67-39,"Those monkeys, without a commander, having their troops killed and terrified withfear they were being destroyed by Kumbhakarna, roared with rebellious voices."
6-67-40,"While Kumbhakarna was destroying them in many ways, the agitated monkeys soughtrefuge in Rama, with their distressed minds."
6-67-41,"Seeing the monkeys defeated in that great battle, Angada the son of Indra, ranrapidly towards Kumbhakarna."
6-67-42,"Taking a large mountain-top, Angada, roaring repeatedly and frightening all thedemons following Kumbhakarna's heels, hurled the mountain-top on Kumbhakarna's head."
6-67-43,"Struck on the head with that mountain, that Kumbhakarna, Indra's adversary, with agreat rage, was excited and then ran rapidly towards the wrathful Angada."
6-67-44,"Frightening all the monkeys with his great roar, the mighty Kumbhakarna hurled hisspike at Angada with anger."
6-67-45,"Knowing that the spike is going to fall on him, the mighty Angada, the chief of themonkeys, who was skilled in war-fare, avoided it with his alacrity."
6-67-46,"Jumping up Angada struck on Kumbhakarna's chest, with the palm of his hand. Thusbeaten with anger by him, Kumbhakarna resembling a mountain, became giddy."
6-67-47,"Getting his consciousness, that mighty demon threw down Angada by tightening hisfist with a scorn. Angada fell down unconscious."
6-67-48,"When that Angada the foremost among the monkeys fell down unconscious on the ground,Kumbhakarna ran towards Sugreeva, taking that spike in his hand."
6-67-49,"Then, seeing the mighty Kumbhakarna coming suddenly towards him, the valiantSugreeva, the king of the monkeys, sprang up all at once."
6-67-50,"Uplifting and tightly holding a mountain-top, the mighty Sugreeva ran towards thesturdy Kumbhakarna with speed."
6-67-51,"Seeing that Sugreeva coming rapidly towards him, Kumbhakarna, with all his limbsbraced, stood facing the king of monkeys."
6-67-52,"Seeing Kumbhakarna who stood devouring the monkeys and with his body smeared withthe blood of the monkeys, Sugreeva spoke as follows:"
6-67-53,"You struck down eminent monkeys. You have done a very difficult act. You havedevoured the armies. You obtained a great fame."
6-67-54,"Leave that army of monkeys. What will you do with these common beings? O demon! Youbear up against the falling of this one mountain being hurled by me."
6-67-55,"Hearing those words, endowed with strength and courage, spoken by Sugreeva,Kumbhakarna, the foremost of demons, spoke the following words:"
6-67-56,"O monkey! You are the grandson of Lord Brahma and even the son of Riksharaja(sprung from the yawn of Brahma) endowed with firmness and valour. Why do you roar?"
6-67-57,"Hearing the words of Kumbhakarna, Sugreeva, firmly holding the mountain, hurled itquickly on him. He struck Kumbhakarna's chest by that mountain, which was as strong enough asIndra's thunderbolt."
6-67-58,"Soon after falling on his broad chest, that mountain was crushed to pieces. Then,the monkeys were suddenly distressed. The troops of demons roared with rejoice."
6-67-59,"Struck by the mountain-top, that Kumbhakarna was enraged and roared with his mouthwide open with anger. Holding firmly the spike, which was emitting a flash of lightning, he hurledit to kill Sugreeva, the king of monkeys and bears."
6-67-60,"Hanuma, jumping up and holding with his arms that sharp spike, furnished with goldenwreaths, and propelled by Kumbhakarna's arms, wreaths, and smashed it rapidly."
6-67-61,"Then, the rejoiced Hanuma, placing on his knee, that large spike made of ironweighing twenty thousand Tulas, broke it."
6-67-62,"Seeing Hanuma breaking the spike, that army of monkeys was rejoiced, roared severaltimes and came back quickly from all quarters."
6-67-63,"Then, the frightened Kumbhakarna became down-cast. Those monkeys were rejoiced andmade a lion's roar. Seeing the fate of spike in such a broken condition, they adored Hanuma."
6-67-64,"Seeing that spike broken in that way, that mighty Kumbhakarna was enraged. Uprootinga crest from Malaya mountain standing in the vicinity of Lanka and approaching Sugreeva, he struckhim with it."
6-67-65,"Struck by the mountain-top in battle, that Sugreeva fell unconscious on the ground.Seeing him falling unconscious on the ground in battle, the demons wee exceedingly pleased andcried out loudly."
6-67-66,"Seizing hold of that Sugreeva having wonderful and terrific prowess in battle, thatKumbhakarna took him away, as an impetuous wind takes away a cloud."
6-67-67,"Lifting up Sugreeva appearing like a huge cloud in the battle-field and marchingforward, Kumbhakarna shone like Mount Meru, distinguished by its very high and formidable peak."
6-67-68,"Then, being praised in the battle-field by the demons for having seized hold ofSugreeva and hearing the sounds of the celestials who were wondering at the seizure of Sugreeva,Kumbhakarna the valiant chief of demons, sallied forth."
6-67-69,"While taking away that Sugreeva looking like Indra, Kumbhakarna the adversary ofIndra and having the prowess of Indra, thought, ""If he is killed, all this army including Rama getsdestroyed."""
6-67-70,"Seeing the army of monkeys running away hither and thither and Sgureeva the monkeyeven being taken away by Kumbhakarna, the intellectual Hanuma, the son of wind-god thought asfollows:"
6-67-71,"While Sugreeva is being taken away in this way, what is to be done by me? I shallcertainly do that which is justifiable to be done by me. Growing to the size of a mountain, I shalldestroy this Kumbhakarna."
6-67-72,"Let all the monkeys be delighted while Sugreeva the king of monkeys is liberatedand the mighty Kumbhakarna, with his body crumbled by the blows of my fists, killed by me inbattle."
6-67-73,"Even otherwise, this Sugreeva can win the freedom himself despite he is taken awayby celestials including demons and serpent-demons."
6-67-74,"I think Sugreeva is not yet conscious of his self, as Kumbhakarna struck him withthe blow of a mountain in the battle."
6-67-75,"Regaining his consciousness within a moment in this great battle, this Sugreevawill do what is good for himself and for his monkeys."
6-67-76,"If I liberate this great-souled Sugreeva, there will be a painful dislike for himand a perpetual in fame."
6-67-77,"'Therefore, I shall wait for a while, for the king to show his prowess. Meanwhile, Ishall cheer up the scattered army of monkeys."""
6-67-78,"Thinking in this way, Hanuma the son of wind-god, then again brought firmness to thelarge army of monkeys."
6-67-79,"Taking that Sugreeva who was throbbing, that kumbhakarna entered the City of Lanka,where he was greatly revered with showers of foremost flowers by the citizens staying in celestialcars, streets, houses and gate-ways of temples."
6-67-80,"Sprinkled by those showers of pop-corn and fragrant waters and due to the coolnessof the royal roads, the mighty Sugreeva gradually regained his consciousness."
6-67-81,"The great souled Sugreeva, who was interposed between Kumbhakarna's shoulders,regaining his consciousness with great difficulty and observing the royal highway of the city,repeatedly thought (as follows):"
6-67-82,"Having been captivated in this way, what should I do now? I have to do a proper actnow which is desirable and beneficial to the monkeys."
6-67-83,"Thus thinking, Sugreeva tore asunder Kumbhakarna's ears by his nails as also nose byhis teeth and ribs by his feet."
6-67-84,"Torn asunder with teeth and nails by Sugreeva, that Kumbhakarna with his ears andnose deprived and his limbs moistened with blood, was subdued with rage, threw Sugreeva down on thefloor and crushed him."
6-67-85,"Crushed down on the floor by that terrific Kumbhakarna and struck by the demons,Sugreeva moved with speed like a ball towards the sky and got united with Rama."
6-67-86,"Bereft of his ears and nose, the mighty Kumbhakarna, pouring out blood, shone like amountain with its streaming cascades."
6-67-87,"Kumbhakarna the demon and the brother of Ravana, having his large body bathed inblood, frightful in appearance, vomiting blood with rage, and looking like a mound of blackantimony shone akin to a cloud with an evening-twilight. With his face directed towards thebattle-front, Kumbhakarna the terrific demon made up his mind to continue his combat."
6-67-88,"After the departure of Sugreeva, Kumbhakarna the adversary of Indra, with a rage,marched ahead quickly for the battle. Finding out that he is then without any weapon, the dreadfulKumbhakarna got possession of a hammer-like weapon."
6-67-89,"Starting from the city quickly, that mighty Kumbhakarna then devoured that huge armyof monkeys in battle, like the devour of people by the augmented fire at the time of dissolution ofthe world."
6-67-90,"Penetrating that huge army of monkeys, Kumbhakarna who was greedily desirous offlesh and blood in hunger, due to his deep bewilderment in battle, ate away even the demons,monkeys, devils and bears. He devoured the principal monkeys just as the death devours people atthe time of the end of the world."
6-67-91,"The enraged Kumbhakarna, quickly taking with his single hand, the monkeys anddemons, in one's two's, three's or in many and hurled them into his mouth"
6-67-92,"Struck with mountain-peaks, by the monkeys, the mighty Kumbhakarna, then, gushingforth his flesh and blood, devoured the monkeys."
6-67-93,"Thereupon, those monkeys, who were being devoured, sought Rama as their refuge. Thevery much enraged Kumbhakarna, while eating away the monkeys, marched forward."
6-67-94,"Grasping a hundred, a seven, an eight, a twenty and a thirty with his arms,Kumbhakarna was devouring the monkeys and running about in the battle-field."
6-67-95,"Having his entire body besmeared with flesh, marrow and blood together with wreathsof tangled viscera hung over his ears, the demon with his very sharp teeth, rained spikes on themonkeys, like Yama, the god of death, risen to power at the end of the world-cycle."
6-67-96,"Immediately, Lakshmana the son of Sumitra, the annihilator of the foe's army andconqueror of the cities of adversaries, commenced the battle with a rage."
6-67-97,"The valiant Lakshmana pierced seven arrows into the body of Kumbhakarna. He tooksome more arrows and released them too."
6-67-98,"Tormented by that weapon of Lakshmana, that demon destroyed it completely.Thereupon, the aggressive Lakshmana was enraged."
6-67-99,"Then, Lakshmana covered the shining and charming golden armour of Kumbhakarna withhis arrows, even as the wind would make an evening-twilight cloud completely disappear."
6-67-100,"Kumbhakarna, looking like a mound of collyrium, tormented by the arrows, decked withgold, shone like the radiant sun with its rays screened by clouds."
6-67-101,"Then, that terrific demon, with a thunderous noise of multiple clouds, spoke thefollowing words disrespectfully to Lakshmana."
6-67-102,"You declared your heroism fearlessly in battle, by attacking me, who has conqueredeven the lord of death effortlessly in a combat."
6-67-103,"Anyone who even stands before me, the god of death, holding forth a weapon in agreat battle here, is venerable. What to tell about a person who bestows battle on me?"
6-67-104,"Even the powerful Indra, the lord of celestials, who mounted Airavata the elephantand accompanied by all celestials, did not ever stand before me in battle."
6-67-105,"O Lakshmana! Today, I am gratified by your strength and abilities. Taking leave ofyou, I desire to march forward towards Rama."
6-67-106,"Because I have been gratified by you by way of your ability, strength and firmnessin battle, I for my part desire to kill Rama alone, for when he is killed, all the army will bekilled."
6-67-107,"When Rama is killed by me battle here, I will make my army to fight with others whoremain on the battle filled and destroy them."
6-67-108,"To that demon in battle, who has given his opinion thus, abounding in enology,Lakshmana as though bursting with laughter, spoke the following extremely terrific words:"
6-67-109,"O brave demon! You are telling that while you show your prowess, the heroes likeIndra and others feel unbearable; it is true. Just now, I have seen your prowess. But, see Rama theson of Dasaratha, standing here unmoving like a mountain."
6-67-110,"Hearing in this manner, that mighty Kumbhakarna the demon, brushing aside Lakshmanaand crossing him, ran, as though he is causing an earth-quake, towards Rama."
6-67-111,"Thereupon, Rama, the son of Dasaratha, employing a spell (used to charm arrows)called Raudra, discharged sharp arrows into Kumbhakarna's chest."
6-67-112,"Flames of fire mixed with particles of charcoal came forth from the face ofKumbhakarna, who was thus struck and who was running quickly towards Rama."
6-67-113,"That foremost among demons, struck by Rama's arrow, roaring terribly with rage,making the monkeys to run away in battle, ran himself towards Rama."
6-67-114,"Those arrows, adorned with peacock's plumes, penetrated into his chest. His macedropped off from his hand and fell on the ground."
6-67-115,"All his weapons fell scattered on the ground. Considering himself as weaponless,that mighty Kumbhakarna then fought fiercely with his fists and arms."
6-67-116,"That Kumbhakarna, with his body struck fiercely by arrows and bathed in blood,poured forth blood, even as a mountain would pour forth a cascade."
6-67-117,"With a terrific wrath, he felt insensible with blood. He roamed about, devouring themonkeys, demons and bears."
6-67-118,"Then, that Kumbhakarna, comparable to Yama the god of death, of terrific prowess andstrength, firmly holding a fearful mountain-peak, hurled it towards Rama."
6-67-119,"Wile that mountain peak was still on its way and had not yet reached him Rama,fixing together his well-known bow and arrows, split the mountain in the middle, with sevenstraight-going arrows."
6-67-120,"Then, Rama, the virtuous man and the elder brother of Bharata, split the largemountain-peak which was hurled by Kumbhakarna at that time, with his variegated arrows made ofgold."
6-67-121,"That mountain-peak, in the form of a peak of Mount Meru, as if shining withsplendour, while falling, caused two hundred monkeys to fall."
6-67-122,"At that time, considering various strategies appropriate for killing Kumbhakarna,the righteous Lakshmana spoke to Rama as follows:"
6-67-123,"O king! He is not able to recognize who the monkeys are and who the demons are.Intoxicated with the smell of blood, he is devouring his own persons and also others."
6-67-124,"Let the foremost of monkeys ascend well upon his body from all sides. Following thecommanders of their troops, let the monkey-leaders stand, surrounding him."
6-67-125,"If we do in that way, that evil-minded demon would be harassed by the huge weight,making him to crawl on the floor and cannot kill the other monkeys."
6-67-126,"Hearing those words of that intelligent Lakshmana, those monkeys were rejoiced andmounted on the body of Kumbhakarna."
6-67-127,"Kumbhakarna, when climbed upon by the monkeys, was enraged and shook them off withviolence, as a vicious elephant would shake off its mahout."
6-67-128,"Seeing the monkeys shaken down, Rama on his part understanding that he was enraged,jumped up speedily towards the demon and took an excellent bow."
6-67-129,"The heroic Rama, enraged with red-hot eyes, as though he was scorching the enemywith his looks, walked with speed, causing delight to all the leaders of the monkey-troops, whowere tormented with the fear of Kumbhakarna and quickly marched towards the demon."
6-67-130,"Taking in his hand, a terrific bow with a firmly fastened cord looking like a snakeand looking variegated with its crust of gold, with a quiver full of excellent arrows fastened onhis back and fully restoring the monkeys to confidence, that Rama quickly marched forward."
6-67-131,"That mighty and heroic Rama, who was highly unconquerable, accompanied by Lakshmana,duly marched forward, surrounded by those troops of monkeys."
6-67-132,"The mighty Rama saw the powerful Kumbhakarna, the annihilator of enemies, wearing acrown and his eyes blood-red with anger."
6-67-133,"Rama saw the angry Kumbhakarna, chasing all, like the mythical elephant guarding oneof the quarters, searching for the monkeys, enraged as he was and surrounded by the demons."
6-67-134,"Rama saw that Kumbhakarna, looking like Vindhya and Mandara mountains, adorned witharmlets of gold, emitting blood from his mouth and appearing as a rising rainy cloud."
6-67-135,"Rama saw that Kumbhakarna, who was licking the corners of his mouth which werebathed in blood, all they way trampling the monkeys and resembling Yama in the form ofall-destroying time."
6-67-136,"Seeing that Kumbhakarna, the foremost of demons, having a splendour of blazing fire,Rama, the excellent of men, then stretched his bow."
6-67-137,"Enraged by the twang of Rama's bow, Kumbhakarna, the foremost of demons, nottolerating that sound, ran towards Rama."
6-67-138,"Thereupon, Rama spoke to the dashing Kumbhakarna looking like a cloud driven by thewind, whose arms were like the coils of Vasuki (the king of serpents) and appearing like a mountainin the battle-field (as follows):"
6-67-139,"O leader of the demons! Come on. Do not regret. I sand, wielding a bow in my hand.Know me to be the annihilator of the race of demons. You will be dead within a moment."
6-67-140,"Coming to know that he was Rama, Kumbhakarna laughed in a rebellious tone and ran upenraged towards the monkeys, driving them away in the battle-field."
6-67-141,"That Kumbhakarna of great splendour, as though bursting the hearts of all themonkeys, laughed unnaturally as also awfully and spoke the following words to Rama:"
6-67-142,"'I am neither to be considered as Viradha nor Kabandha nor Khara nor Vali norMaricha. It is Kumbhakarna who arrived here."""
6-67-143,"See my large terrific hammer, completely made of iron. By it, the celestials andthe demons were conquered by me before."
6-67-144,"You need not treat me with contempt, as I am deprived of my ear and nose. To me,there is no agony even indeed a little, for having lost the ear and the nose."
6-67-145,"O faultless excellent Rama born in Ikshavaku dynasty! Show your prowess on mylimbs. After seeing your strength and prowess, I will be devouring you."
6-67-146,"Hearing the words of Kumbhakarna, that Rama released plumed arrows. Even afterstruck by them, whose speed was equal to a thunderbolt, that demon was neither shaken norafflicted."
6-67-147,"Those arrows, which chopped off the Sala trees and killed Vali the foremost ofmonkeys, could not torment Kumbhakarna's body which was like a thunderbolt."
6-67-148,"Sucking those arrows with his body, as mountains suck up torments of water, thatKumbhakarna, flourishing his hammer with terrible speed, hindered the tremendous speed of Rama'sarrows."
6-67-149,"Then, flourishing that hammer which was smeared with blood and which can frightenthe great army of celestials, in terrific speed, that demon scared away the army of monkeys."
6-67-150,"Thereupon, taking a great missile called Vayavya, Rama hurled it on the demon. Bythat weapon, he chopped off Kumbhakarna's arm along with the hammer. With his arm chopped off,Kumbhakarna roared tumultuously."
6-67-151,"That Kumbhakarna's arm, identical to a mountain-peak, which was chopped off byRama's arrow, fell along with the hammer on that army of Sugreeva and killed that regiment ofmonkeys."
6-67-152,"Those monkeys who had escaped being broken and slain by that arm, though dejectedwith their tormented limbs and taking recourse to the sides, witnessed a highly terrific encounterbetween Rama and Kumbhakarna."
6-67-153,"Having an arm chopped off by the arrow like a mountain-peak chopped off by agigantic sword, that Kumbhakarna with his another arm, pulled up a tree by its roots and then rantowards Rama the lord of men in that battle-front."
6-67-154,"By his arrow, which was made variegated by gold and furnished with a mystic spell ofIndra used for charming it, Rama chopped off Kumbhakarna's remaining arm, appearing like the coilof a serpent along with his uprooted palm-tree."
6-67-155,"That Kumbhakarna's arm, which appeared like a hill, was chopped off and fell down onthe ground. Wallowing hither and thither, it dashed with trees, rocks, monkeys and demons."
6-67-156,"Seeing Kumbhakarna with his arms chopped off, abruptly with a roar, coming upon himand taking two sharp arrows with a shape of a half-moon each, Rama chopped off the feet of thedemon in that battle."
6-67-157,"Creating a resound everywhere in all directions, even in hill-caves, in the greatocean, in Lanka as also in the armies of monkeys and demons, Kumbhakarna's feet fell down."
6-67-158,"Widely opening his mouth like the mouth of a submarine fire and roaring, Kumbhakarnawhose arms and feet were cut off, ran (with thighs) quickly towards Rama, like Rahu theseizer-demon going to seize the moon in the sky."
6-67-159,"Rama filled up Kumbhakarna's mouth with sharply pointed arrows, having shaftscovered with gold. With his mouth full of arrows, Kumbhakarna was unable to speak. He moaned withdifficulty and even became unconscious."
6-67-160,"Thereupon, that Rama got hold of an arrow spelled with a missile presided over byIndra the lord of celestials, effulgent as sun's rays, resembling the rod of Brahma the lord ofcreation as also the destructive Kala, the Time-Spirit, and having its speed equal to the wind."
6-67-161,"Rama discharged against the demon, that arrow, whose shaft was inlaid with diamondsand gold, which was shining as the dazzling sun and fire set ablaze, and which vied with the speedof Indra's thunderbolt."
6-67-162,"That arrow, propelled by Rama's arm, with a terrific aspect like the smokeless fire,having a formidable energy of Indra's thunderbolt and illuminating the ten quarters with its ownsplendour, proceeded forward."
6-67-163,"That Rama slashed Kumbhakarna's head, which was looking like a huge mountain-peak,having well-rounded tusks and with charming and quivering ear-rings, as like Indra the destroyer ofstrong-holds, in the past, chopped off the head of Vritra, the demon of darkness and drought."
6-67-164,"The large Kumbhakarna's head, adorned with ear-rings, shone like the moon being inthe middle, when the constellation, Punarvasu (presided over by Aditi the mother of gods andconsisting of twin-stars) has risen at the night."
6-67-165,"That demon's head, equal in size to a mountain, struck by Rama's arrow, fell down.It broke the buildings on the king's high-way and their gates as also threw down that highrampart."
6-67-166,"Then, that colossal demon of a great splendour fell into the sea. It crushed theprincipal alligators, beautiful fishes as also snakes and entered the bowels of the earth."
6-67-167,"While that mighty Kumbhakarna, the enemy of brahmanas and celestials was killed inbattle, the earth and mountains shook. Even the celestials raised a tumultuous roar with joy."
6-67-168,"Then, saints of the celestial class, great sages*, serpents, gods, genii, Suparnas(a class of bird-like beings of a semi-divine character), Guhyakas (another class of demi-gods),including troops of Yakshas and Gandharvas (celestial musicians) standing in the sky, were rejoicedat Rama's prowess."
6-67-169,"Thereupon, at the mere sight of Rama, Ravana's relatives were perturbed at thekilling of Ravana of great intelligence and loudly roared, as elephants roar at the sight of alion."
6-67-170,"Having destroyed Kumbhakarna in battle, that Rama shone in the midst of the army ofmonkeys, in the same way as the sun shines in the midst of the celestial world, having destroyeddarkness, duly getting delivered from the mouth of Rahu."
6-67-171,"Several monkeys were highly rejoiced, with their faces flowing like full-blownlotuses. They adored Rama, who was dangerous to be attacked and as a beloved young man, killed anenemy possessing a terrible strength."
6-67-172,"By killing Kumbhakarna, who tormented the army of celestials and who was notdefeated at any time in great battles, Rama was rejoiced in the same way as Indra the lord ofcelestials was rejoiced in killing Vritra, the great demon."
6-68-1,"Seeing that the great-souled Rama killed Kumbhakarna, the demons reported the matterto Ravana, the king of demons (as follows):"
6-68-2,"O king! That Kumbhakarna, looking like Yama the god of death, driving away the armyof monkeys and devouring some monkeys, met with death, the time's act."
6-68-3,"Showing his prowess for a moment, Kumbhakarna your brother, was extinguished by thefiery energy of Rama. Injured by Rama's arrows, Kumbhakarna who was looking like a mountain becamean ugly mass, with his body discharging blood, as his nose and ears were cut off, resembling a treescorched by a forest-fire, with his trunk half-submerged in a terribly looking sea and obstructingthe main gate of Lanka."
6-68-4,"Hearing that the mighty Kumbhakarna was killed in battle, Ravana was tormented withgrief and fell down, fainted."
6-68-5,"Hearing that his paternal uncle was killed; Devantaka, Narantaka, Trishira andAtikaya were afflicted with sorrow and wept."
6-68-6,"Hearing that Kumbhakarna, their brother was killed by Rama, who was unwary in hisactions, Mahodara and Mahaparshva (step-brothers of Kumbhakarna) were overcome with grief."
6-68-7,"Then, recovering his consciousness with difficulty, distressed as he was for thekilling of Kumbhakarna and perplexed in mind, Ravana the foremost of demons, lamented (asfollows):"
6-68-8,"Alas! O hero, destroying the pride of enemies! O mighty Kumbhakarna! Leaving mebehind, you have gone by divine will to the abode of Yama the lord of death."
6-68-9,"O mighty Kumbhakarna! Where are you going alone, leaving me behind, after havingtormented the army of enemies and without taking away the thorn of grief from relatives andme."
6-68-10,"Indeed I shall no longer live now, that this right hand of mine, taking refuge onwhen I had no fear of celestials and ogres, has fallen down."
6-68-11,"How such a hero, who destroyed the pride of celestials and demons, as also who wasan image of fire that was to destroy the world, was killed by Rama today in battle?"
6-68-12,"Having been afflicted by Rama's arrows, how are you, whom not even a clash of athunder-bolt ever caused any fall, falling now insensibly on the earth's surface?"
6-68-13,"Seeing you killed in battle, these troops of celestials and sages, standing in thesky, are shouting with rejoice."
6-68-14,"It is doubly sure that the monkeys, having achieved their purpose, will be rejoicedand now itself will ascend the inaccessible door-ways of Lanka here from all sides."
6-68-15,"I have nothing to do with a kingdom and what shall I do with Seetha? I have nointention to live, bereft of Kumbhakarna."
6-68-16,"If I cannot kill Rama, who killed my brother, in battle, I would indeed preferdeath, but in no case this useless life which has no meaning."
6-68-17,"Now itself, I will go to that place, where my younger brother is there. I do notwish to live even for a moment, after abandoning my brothers."
6-68-18,"Seeing me, who did harm to them in the past, the celestials will indeed mock me. OKumbhakarna! Now that you are dead, how can I conquer Indra the lord of celestials?"
6-68-19,"Those words of that great-souled Vibhishana, which I did not accept due toignorance, have come true."
6-68-20,"Ever since this cruel end of Kumbhakarna and Prahasta has happened, I am feelingshameful."
6-68-21,"Since that venerable Vibhishana, my pious brother was banished by me, this bitterfruit of that painful deed has come to me."
6-68-22,"Having thus lamented very much piteously in various ways on coming to know thatKumbhakarna, his younger brother and the enemy of Indra having been killed, Ravana the ten-headeddemon, whose inner feelings were agitated, even sank down, extremely disturbed."
6-69-1,"Hearing the words of the evil-minded Ravana, who was thus lamenting, as he wasovercome with grief, Trishira (one of his sons) spoke as follows:"
6-69-2,"Truly in such a manner, the highly valiant Kumbhakarna, (the middle of our fatherand uncles) has been killed. But good persons like you do not lament as you are doing, O king!"
6-69-3,"O Lord! You are capable of conquering even the three worlds. Why are you, as such,lamenting about yourself, as a common person?"
6-69-4,"You do continue to have a javelin given by Brahma, an armour, a bow and an arrowtogether with a chariot yoked to a thousand donkeys, emitting a sound resembling the rumbling of acloud."
6-69-5,"The celestials and giants were indeed destroyed several times by you with yourvarious types of weapons. As such, you can punish Rama, when endowed with all weapons."
6-69-6,"You stay on, O monarch! I will set out and eradicate your enemies in battle, asGaruda the eagle eradicates the serpents."
6-69-7,"Beaten down by me, as Shambara by Indra and Naraka* by Vishnu, I will lay down Ramatoday in battle."
6-69-8,"Hearing the words of Trishira, Ravana the king of demons considered himself asthough born anew, after being summoned by Death."
6-69-9,"Hearing the words of Trishira, Devantaka, Narantaka and the energetic Atikaya wererejoiced of war."
6-69-10,"Then, the brave Ravana's sons, whose prowess was equal to Indra and the foremost ofdemons, roared asserting their superiority saying ""I will lead, I will lead!"""
6-69-11,"All of them wee capable of passing through the sky. All were skilled in magic. Allhad humbled the pride of gods. All were fierce in battle."
6-69-12,"All were endowed with great strength. All were widely renowned. All were such as hadnever been heard of having been conquered by celestials or Gandharvas or Kinnaras or large serpentswhile encountering a battle."
6-69-13,"All the demons were valiant ones, well-versed in weaponry. All were skilled inwar-fare. All were greatly knowledgeable and all had obtained boons."
6-69-14,"That Ravana the king, surrounded by his sons, who were radiant as the sun and whotormented the strength and fortune of the enemies, shone like Indra surrounded by celestials whocan destroy the pride of gigantic demons."
6-69-15,"Embracing his sons, embellishing them with ornaments and blessing them profusely,Ravana sent them to battle."
6-69-16,"For the defense of his sons, Ravana sent Yuddhonmatta and Matta (better known asMahodara and Mahaparshva), his brothers to the battle."
6-69-17,"Those demons with colossal bodies, paid obeisance (by circumambulating) to Ravana(who caused the people to cry in terror) and departed."
6-69-18,"Anointing their bodies with all types of herbs and perfumes, those six mighty andexcellent demons went away, eager to fight."
6-69-19,"Trishira, Atikaya, Devantaka, Narantaka, Mahodara and Mahaparshva, under the cloutof destiny; set out for the battle."
6-69-20,"Thereupon, Mahodara mounted an elephant called Sudarshana, like unto a dark-cloudand born in Airavata-race."
6-69-21,"That Mahodara, adorned with quivers, endowed with all types of armoury and mountingthe elephant, shone like the sun on the peak of Ashtachala mountain."
6-69-22,"Trishira, the son of Ravana, ascended an exquisite chariot, yoked to excellenthorses and filled with all types of armoury."
6-69-23,"Trishira, wielding a bow and mounting the chariot, shone like a cloud withglittering meteors, illuminations and a rain-bow."
6-69-24,"That Trishira with three diadems in that exquisite chariot, stood out like MountHimavat, the king of mountains with its three golden hills."
6-69-25,"Then, Atikaya, having very fiery energy, the son of Ravana and the foremost amongthe wielders of bow, mounted an excellent chariot."
6-69-26,"Atikaya mounted that chariot, having first-rate wheels and axles, well-yoked, havinga good carriage and pole, filled with quivers and bows and flashingly full of missiles, swords andmaces."
6-69-27,"He was radiant with his diadem, shining in brilliant gold and other ornaments, likeMount Meru, causing to shine with its splendours (by the sun)."
6-69-28,"In that chariot, Atikaya that mighty prince, surrounded by the foremost of demons,shone like Indra surrounded by celestials."
6-69-29,"Narantaka mounted a white gigantic horse, similar to Uchchaishrava (the mount ofIndra), adorned with gold ornaments and as swift as thought."
6-69-30,"Narantaka, holding a javelin, which was resplendent like a meteor, appeared shining,like Guha (the offspring of Shiva) holding a spear and riding a beautiful peacock."
6-69-31,"Devantaka, holding a glided iron-bar, marched ahead, resembling an incarnation ofVishnu holding Mandara-mountain in his arms."
6-69-32,"Mahaparshva, possessing a great splendour and vigour and wielding a mace in his armin battle, looked like Kubera the lord of wealth."
6-69-33,"Those distinguished demons set out from. Lanka, like the gods leaving Amaravati.Mighty demons, holding excellent weaponry, accompanied them, mounting on elephants, horses andchariots making sounds of rumbling clouds."
6-69-34,"Those mighty princes, having sun's brilliance, wearing diadems and possessed ofprosperity, shone like glowing planets in the sky."
6-69-35,"The row of auspicious attire worn by them, shone like an autumnal cloud or like aflock of cranes in the sky."
6-69-36,"Determined either to die or to vanquish their enemies, those valiant demons wentforward, thus making their courageous resolve, eager to fight."
6-69-37,"Those mighty demons set out with a mad conception of war, roared and made areverberatory sound, took up arrows and dispatched them."
6-69-38,"The earth trembled as it were, by their battle-cries and clapping of arms. The skyappeared breached, by the lion's roars of the demons."
6-69-39,"Those mighty leaders of demons, having set out, were delighted to see the army ofmonkeys having uplifted rocks as their weapons."
6-69-40,"The mighty monkeys too saw that army of demons, which appeared like a black cloudbut blazing like fire and sun on all sides, abounding with elephants, horses and chariots, made toresound with hundreds of small bells and wielding well-raised great weaponry."
6-69-41,"Seeing that army which arrived and as they got the target for their fight, themonkeys, having the great mountains uplifted, roared again and again. The monkeys, not toleratingthe demons, thus shouted, standing opposite to them."
